"id","license","address","city","county","state","structure","structure_type","latitude","longitude"
39913,"AT&T","SOUTH COUNTY ROAD 825 EAST  (113698)","Bowling Green","CLAY","IN",94.5,"GTOWER",39.3611666667,-86.9573888889
39914,"AT&T","447 SOUTH COUNTY ROAD 700 EAST (123050)","DUGGAR","SULLIVAN","IN",86,"LTOWER",39.0778055556,-87.2772222222
40091,"AT&T","5776S 700W","Pendelton","MADISON","IN",57,"MTOWER",40.0183611111,-85.7919722222
40092,"AT&T","9996 W 500 S","Lapel","MADISON","IN",39.6,"LTOWER",40.0318055556,-85.8620277778
40093,"AT&T","300E 1150N","Alexandria","MADISON","IN",57,"GTOWER",40.2695277778,-85.6161666667
40094,"AT&T","918 Romine Road","Edgewood","MADISON","IN",55.2,"MTOWER",40.123,-85.7210277778
40095,"AT&T","1350 EAST US 36","MARKLEVILLE","MADISON","IN",68.9,"MTOWER",40.00775,-85.6466388889
40096,"AT&T","2625 Lindberg Rd","ANDERSON","MADISON","IN",49.1,"MTOWER",40.1182777778,-85.645
40097,"AT&T","4885 North State Road 9","Anderson","MADISON","IN",129.5,"GTOWER",40.1750277778,-85.6735833333
40098,"AT&T","88 West 1650 North","Summitville","MADISON","IN",60.7,"GTOWER",40.3435,-85.6753611111
40099,"AT&T","8627 South State Road 9","Pendleton","MADISON","IN",48.2,"MTOWER",39.9793888889,-85.7557222222
40100,"AT&T","315 South Harrison Street","Alexandria","MADISON","IN",60.7,"LTOWER",40.2598333333,-85.6720277778
40102,"AT&T","11270 NORTH 1000 WEST","Elwood","MADISON","IN",91.1,"GTOWER",40.2664444444,-85.8601111111
40103,"AT&T","5776S 700W","Pendelton","MADISON","IN",57,"MTOWER",40.0183611111,-85.7919722222
40104,"AT&T","9996 W 500 S","Lapel","MADISON","IN",39.6,"LTOWER",40.0318055556,-85.8620277778
40105,"AT&T","300E 1150N","Alexandria","MADISON","IN",57,"GTOWER",40.2695277778,-85.6161666667
40106,"AT&T","918 Romine Road","Edgewood","MADISON","IN",55.2,"MTOWER",40.123,-85.7210277778
40107,"AT&T","1350 EAST US 36","MARKLEVILLE","MADISON","IN",68.9,"MTOWER",40.00775,-85.6466388889
40108,"AT&T","2625 Lindberg Rd","ANDERSON","MADISON","IN",49.1,"MTOWER",40.1182777778,-85.645
40109,"AT&T","4885 North State Road 9","Anderson","MADISON","IN",129.5,"GTOWER",40.1750277778,-85.6735833333
40110,"AT&T","88 West 1650 North","Summitville","MADISON","IN",60.7,"GTOWER",40.3435,-85.6753611111
40111,"AT&T","8627 South State Road 9","Pendleton","MADISON","IN",48.2,"MTOWER",39.9793888889,-85.7557222222
40112,"AT&T","315 South Harrison Street","Alexandria","MADISON","IN",60.7,"LTOWER",40.2598333333,-85.6720277778
20551,"AT&T","1450 WEST 180TH LANE (61456)","Lowell","LAKE","IN",59.1,"LTOWER",41.2903055556,-87.3518888889
20552,"AT&T","236 East County Road 600 North   (61448)","VALPARAISO","PORTER","IN",96.3,"GTOWER",41.5241666667,-87.0188055556
20553,"AT&T","ROUTE 20 AND ROUTE 49 (61451)","PORTER","PORTER","IN",46.9,"LTOWER",41.6337222222,-87.0598055556
20554,"AT&T","5914 MELTON ROAD  (476)","PORTAGE","PORTER","IN",59.1,"MTOWER",41.5934444444,-87.2129166667
22123,"AT&T","15793 E 800 N (74567)","HOPE","BARTHOLOMEW","IN",89.9,"LTOWER",39.31675,-85.7502777778
22122,"AT&T","3834 SOUTH FRONTAGE ROAD (83797)","SCOTTSBURG","SCOTT","IN",71,"LTOWER",38.6363333333,-85.7857777778
22121,"AT&T","I65 & US250 Exit NE (83655)","Crothersville","JACKSON","IN",103.3,"LTOWER",38.8428333333,-85.8164166667
22120,"AT&T","500 INGRAM ROAD (74573)","SPRINGVILLE","LAWRENCE","IN",106.7,"GTOWER",38.9908055556,-86.5340555556
34589,"Verizon","(Curtis Creek site) 605 N.  St. Rd. 55","Fair Oaks","NEWTON","IN",82.3,"TOWER",41.0088055556,-87.3228333333
34584,"Verizon","9681 US 24 West","Wolcott","WHITE","IN",96.3,"TOWER",40.7656666667,-87.0515277778
34583,"Verizon","County Road 200 North","Knox","STARKE","IN",91.4,"TOWER",41.3325,-86.5780555556
34582,"Verizon","3530 S 100 West","WINIMAC","PULASKI","IN",91.7,"TOWER",41.0039166667,-86.5831111111
34581,"Verizon","CR 30 S & JASPER PULASKI COUNTY LINE RD","FRANCESVILLE","PULASKI","IN",91.1,"TOWER",41.0086111111,-86.9291944444
34579,"Verizon","9977 W 700 N","PARR","JASPER","IN",93.3,"TOWER",41.1152777778,-87.2375
34578,"Verizon","3987 W 1500 Street","Brems","LA PORTE","IN",96,"TOWER",41.3900555556,-86.7750277778
34577,"Verizon","Route 1 Box 90 A","REYNOLDS","WHITE","IN",92.7,"TOWER",40.7648333333,-86.8795555556
34576,"Verizon","RR 1 BOX 199A","MOUNT AYR","JASPER","IN",94.2,"TOWER",40.9061388889,-87.2878055556
17629,"Verizon","6633 E 82nd Street","VINCENNES","KNOX","IN",90.8,"TOWER",38.6758888889,-87.4628055556
17630,"Verizon","Route 1 County Road 100 N","CANNELBURG","DAVIESS","IN",133.5,"TOWER",38.6725555556,-86.9947222222
17631,"Verizon","358 Boyd Road","CANNELTON","PERRY","IN",117.7,"TOWER",37.9543333333,-86.7101944444
17632,"Verizon","RR 11 BOX 726","BEDFORD","LAWRENCE","IN",121.3,"TOWER",38.8155555556,-86.53
17633,"Verizon","HC 645 Box 527","Bristow","PERRY","IN",92.4,"TOWER",38.2107222222,-86.6748055556
17634,"Verizon","STATE ROAD 59 AND I 70","Prairie City","CLAY","IN",92,"TOWER",39.4505833333,-87.1250277778
17635,"Verizon","1571 West CR 250 South","ROCKPORT","SPENCER","IN",92.4,"TOWER",37.8507777778,-87.0846111111
17636,"Verizon","BOX 116 RR 1","BLOOMFIELD","GREENE","IN",91.4,"TOWER",39.1272222222,-86.8997222222
17637,"Verizon","RT 4 BOX 751","SPENCER","OWEN","IN",121.6,"TOWER",39.285,-86.8327777778
17638,"Verizon","450 E CR 800 N","CHRISNEY","SPENCER","IN",91.4,"TOWER",38.0036666667,-87.0460833333
17639,"Verizon","Rt 2 Box 1070 & 1.1 MILE W ON SASSAFRAS ROAD","LINTON","GREENE","IN",121.9,"TOWER",39.0261666667,-87.1911111111
17640,"Verizon","FROM US 41 TAKE SR 67 N TO 650 NE TO 400 NE TO 500 NORTH","BRUCEVILLE","KNOX","IN",91.4,"TOWER",38.7983888889,-87.3750277778
17641,"Verizon","6465 SOUTH OLD STATE ROAD 64","WINSLOW","PIKE","IN",91.1,"TOWER",38.3280555556,-87.1848611111
17642,"Verizon","US 50 EAST OF SHOALS TO SR 650","SHOALS","MARTIN","IN",91.4,"TOWER",38.6861666667,-86.72775
17643,"Verizon","50 South Rd.  1.6 MI E OF SR 64 & TOP HAT RD","Princeton","GIBSON","IN",121.3,"TOWER",38.3488888889,-87.4955555556
17644,"Verizon","8700 W. CR. 200 N.","Hatfield","SPENCER","IN",94.1,"TOWER",37.9176111111,-87.2185833333
20555,"AT&T","641 JOLIET ST (53162)","DYER","LAKE","IN",59.4,"LTOWER",41.4975,-87.5118333333
20556,"AT&T","10501 WEST 133RD AVENUE (24653)","CEDAR LAKE","LAKE","IN",48.8,"LTOWER",41.3737222222,-87.4627222222
20557,"AT&T","9720 INDUSTRIAL DRV (61468)","SAINT JOHN","LAKE","IN",47.6,"MTOWER",41.4416944444,-87.4655
20558,"AT&T","3100 Calumet Ave   (81939)","Valparaiso","PORTER","IN",60.4,"MTOWER",41.4964722222,-87.0426944444
20560,"AT&T","240 112th Street   (387)","HAMMOND","LAKE","IN",37.5,"MTOWER",41.6916111111,-87.5184166667
4511,"AT&T","120 COLEMAN RD.","East Enterprise","SWITZERLAND","IN",81.4,"LTOWER",38.8799166667,-84.9966111111
4512,"AT&T","8603 North Copeland Road","Madison","JEFFERSON","IN",96.9,"GTOWER",38.8624166667,-85.3505
4513,"AT&T","5235 EAST COUNTY ROAD 200 NORTH","GREENSBURG","DECATUR","IN",93.3,"LTOWER",39.3155277778,-85.3823888889
4514,"AT&T","5541 E 200N","BLOCHER","SCOTT","IN",95.1,"GTOWER",38.7247777778,-85.6731388889
40805,"Verizon","1105 W. State Road 62","Sulphur","CRAWFORD","IN",95.1,"TOWER",38.2322777778,-86.49525
3105,"Verizon","(Kouts) 702 E. Indiana Ave Porter County","Kouts","PORTER","IN",70.1,"TOWER",41.3161111111,-87.0205833333
4515,"AT&T","1938 CR 100 North","SCOTTSBURG","SCOTT","IN",94.2,"LTOWER",38.70725,-85.8048333333
4516,"AT&T","732 FLOYD ST.","VERSAILLES","RIPLEY","IN",82.3,"GTOWER",39.0663333333,-85.2620833333
4517,"AT&T","750 Mulberry Street","Rising Sun","OHIO","IN",35.4,"LTOWER",38.94175,-84.8670833333
4518,"AT&T","110 South County Route 610 West","North Vernon","JENNINGS","IN",87.8,"LTOWER",38.9796944444,-85.7196666667
4519,"AT&T","7790 WEST COUNTY ROAD 800 NORTH","Elizabethtown","JENNINGS","IN",93.9,"GTOWER",39.1033888889,-85.75925
4520,"AT&T","1224 EAST TELEGRAPH HILL ROAD","MADISON","JEFFERSON","IN",120.7,"GTOWER",38.7423333333,-85.362
4521,"AT&T","6178 WEST STATE ROUTE 56   (37686)","Hanover","JEFFERSON","IN",64.6,"LTOWER",38.7132222222,-85.5015277778
4522,"AT&T","3834 South Frontage Road","Scottsburg","SCOTT","IN",71,"LTOWER",38.6363333333,-85.7857777778
4523,"AT&T","5369 EAST C.R. 300 NORTH","GREENSBURG","DECATUR","IN",78.6,"MTOWER",39.3815277778,-85.3851666667
4524,"AT&T","5066 North US 421","St. Paul","DECATUR","IN",91.4,"LTOWER",39.4100555556,-85.5735833333
4525,"AT&T","1217 Tekulve Road","Batesville","RIPLEY","IN",99.1,"GTOWER",39.2981388889,-85.2054722222
4526,"AT&T","8845 State Road 46","Sunman","RIPLEY","IN",96,"LTOWER",39.2733333333,-85.0980555556
4527,"AT&T","120 COLEMAN RD.","East Enterprise","SWITZERLAND","IN",81.4,"LTOWER",38.8799166667,-84.9966111111
4528,"AT&T","8603 North Copeland Road","Madison","JEFFERSON","IN",96.9,"GTOWER",38.8624166667,-85.3505
4529,"AT&T","5235 EAST COUNTY ROAD 200 NORTH","GREENSBURG","DECATUR","IN",93.3,"LTOWER",39.3155277778,-85.3823888889
4530,"AT&T","5541 E 200N","BLOCHER","SCOTT","IN",95.1,"GTOWER",38.7247777778,-85.6731388889
4531,"AT&T","1938 CR 100 North","SCOTTSBURG","SCOTT","IN",94.2,"LTOWER",38.70725,-85.8048333333
4532,"AT&T","732 FLOYD ST.","VERSAILLES","RIPLEY","IN",82.3,"GTOWER",39.0663333333,-85.2620833333
4533,"AT&T","750 Mulberry Street","Rising Sun","OHIO","IN",35.4,"LTOWER",38.94175,-84.8670833333
4534,"AT&T","110 South County Route 610 West","North Vernon","JENNINGS","IN",87.8,"LTOWER",38.9796944444,-85.7196666667
4535,"AT&T","7790 WEST COUNTY ROAD 800 NORTH","Elizabethtown","JENNINGS","IN",93.9,"GTOWER",39.1033888889,-85.75925
4536,"AT&T","1224 EAST TELEGRAPH HILL ROAD","MADISON","JEFFERSON","IN",120.7,"GTOWER",38.7423333333,-85.362
4537,"AT&T","6178 WEST STATE ROUTE 56   (37686)","Hanover","JEFFERSON","IN",64.6,"LTOWER",38.7132222222,-85.5015277778
4538,"AT&T","3834 South Frontage Road","Scottsburg","SCOTT","IN",71,"LTOWER",38.6363333333,-85.7857777778
4539,"AT&T","5369 EAST C.R. 300 NORTH","GREENSBURG","DECATUR","IN",78.6,"MTOWER",39.3815277778,-85.3851666667
4540,"AT&T","5066 North US 421","St. Paul","DECATUR","IN",91.4,"LTOWER",39.4100555556,-85.5735833333
4541,"AT&T","1217 Tekulve Road","Batesville","RIPLEY","IN",99.1,"GTOWER",39.2981388889,-85.2054722222
4542,"AT&T","8845 State Road 46","Sunman","RIPLEY","IN",96,"LTOWER",39.2733333333,-85.0980555556
20561,"AT&T","478 E. County Road 1000 N.    (14770)","Chesterton","PORTER","IN",60.7,"MTOWER",41.5739166667,-86.9754444444
3097,"Verizon","4024 E. 173rd Street","Hebron","LAKE","IN",90.5,"TOWER",41.3033333333,-87.3002777778
40806,"Verizon","Curry Road & SR 50","Medora","JACKSON","IN",121.9,"TOWER",38.8808888889,-86.1883055556
40775,"Verizon",".6 MILES SOUTH OF","SELVIN","WARRICK","IN",60.4,"TOWER",38.1981111111,-87.1061111111
40776,"Verizon","(Hazelton) RR 1 Box 52 CT","HAZLETON","GIBSON","IN",90.8,"GTOWER",38.4633333333,-87.5458333333
20562,"AT&T","402 OAKLEY AVENUE (24655)","LOWELL","LAKE","IN",58.2,"MTOWER",41.2859444444,-87.4192777778
20563,"AT&T","1931 LAKE SHORE CR   (99242)","MICHIGAN CITY","PORTER","IN",74.7,"GTOWER",41.6766666667,-86.9722222222
20564,"AT&T","765-1 WEST 800 SOUTH ST   (99243)","Hebron","PORTER","IN",77.7,"MTOWER",41.3212222222,-87.2105555556
20565,"AT&T","503 EAST MENTOR ST   (111382)","Kouts","PORTER","IN",71,"MTOWER",41.3161111111,-87.0205833333
40778,"Verizon","2.5 MILES NORTH OF BOONEVILLE","Booneville","WARRICK","IN",91.1,"TOWER",38.0866388889,-87.2724444444
40779,"Verizon","1.6 MI E OF SR 64 & TOP HAT RD","Princeton","GIBSON","IN",121.3,"TOWER",38.3488888889,-87.4955555556
40780,"Verizon","RT. 1 BOX 215","LYNNVILLE","GIBSON","IN",93.6,"TOWER",38.2045,-87.3666666667
40781,"Verizon","7350 Water Tank Road","POSEYVILLE","POSEY","IN",93.3,"TOWER",38.1625277778,-87.7755277778
40783,"Verizon","10481 Lower Mt. Vernon & Ubelhack Rd","Huesler","POSEY","IN",91.4,"TOWER",37.9238888889,-87.7280555556
40784,"Verizon","(GE Plastics) 7505 Weilbrenner Road","Mount Vernon","POSEY","IN",78.9,"LTOWER",37.9256111111,-87.9531944444
40786,"Verizon","Wadesville Site 4200 Princeton Street","Wadesville","POSEY","IN",57.9,"TOWER",38.1024722222,-87.78675
40800,"Verizon","HWY 275 W","PAOLI","ORANGE","IN",92.6,"TOWER",38.5491666667,-86.5075
22119,"AT&T","7592 South Ramsey Lane (37652)","Leavenworth","CRAWFORD","IN",129.5,"GTOWER",38.2333333333,-86.3795555556
22118,"AT&T","26835 CENTERPOINT ROAD (74552)","English","CRAWFORD","IN",125.6,"GTOWER",38.2369444444,-86.5438888889
22116,"AT&T","2ND PRINCIPAL MERIDIAN ST (74562)","FRENCH LICK","ORANGE","IN",89,"LTOWER",38.5394444444,-86.6547222222
22115,"AT&T","3607 LAGLE LANE NORTHWEST (74551)","DEPAUW","HARRISON","IN",78,"LTOWER",38.3688611111,-86.1898333333
22114,"AT&T","3858 GREEN VALLEY ROAD NORTHWEST (37635)","CORYDON","HARRISON","IN",113.4,"GTOWER",38.245,-86.195
20566,"AT&T","3600 CANAL STREET   (400)","EAST CHICAGO","LAKE","IN",46.6,"MTOWER",41.6481111111,-87.4681944444
20567,"AT&T","6075 MELTON ROAD (61457)","PORTAGE","PORTER","IN",48.8,"LTOWER",41.5971388889,-87.1803611111
20568,"AT&T","3411 SHEFFIELD AVENUE  (135932)","HAMMOND","LAKE","IN",56.7,"LTOWER",41.6498055556,-87.5136388889
20569,"AT&T","3810 EAST 7TH AVENUE (392)","GARY","LAKE","IN",37.2,"MTOWER",41.5962222222,-87.2939722222
30373,"Verizon","(Wilmington) 6469 S.R. 6 (certified)","Butler","DE KALB","IN",97.5,"LTOWER",41.4277777778,-84.8861111111
30372,"Verizon","New Haven II Site 910 Hartzell Road","New Haven","ALLEN","IN",92,"TOWER",41.0680555556,-85.0313888889
30371,"Verizon","4550 State Road 9","Columbia City","WHITLEY","IN",97.5,"TOWER",41.2464444444,-85.4640277778
30370,"Verizon","12628 US 33 SOUTH","FT. WAYNE","WHITLEY","IN",91.1,"TOWER",41.2078333333,-85.3053888889
30369,"Verizon","852 North 10th Street","DECATUR","ADAMS","IN",80.8,"TOWER",40.8380833333,-84.93275
30367,"Verizon","1604 W 16TH ST","MARION","GRANT","IN",75.9,"TOWER",40.5461388889,-85.6794166667
30366,"Verizon","1825 STULTZ RD S OF HWY 24","HUNTINGTON","HUNTINGTON","IN",91.1,"TOWER",40.8983888889,-85.4858055556
30365,"Verizon","2415 CR 39","WATERLOO","DE KALB","IN",60.6,"TOWER",41.4455555556,-85.0002777778
30364,"Verizon","14002 ROTH RD","GRABILL","ALLEN","IN",85.3,"TOWER",41.2158888889,-84.9566388889
30363,"Verizon","15825 HOAGLAND RD","MONROEVILLE","ALLEN","IN",80.4,"TOWER",40.9547777778,-84.93275
30362,"Verizon","7627 E 100 S","Bluffton","WELLS","IN",91.1,"TOWER",40.7333888889,-85.0771944444
30361,"Verizon","CR 300 E","COLUMBIA CITY","WHITLEY","IN",91.1,"TOWER",41.1525555556,-85.4371944444
30360,"Verizon","4959 COUNTY RD","AUBURN","DE KALB","IN",60.6,"TOWER",41.3505,-85.0967777778
6508,"Verizon","(Aurora)15141 LEFFLER HWY","AURORA","DEARBORN","IN",91.4,"TOWER",39.0902777778,-84.9430555556
40807,"Verizon","650 N ROTH & 875 E","SEYMOUR","JACKSON","IN",78,"TOWER",38.9792222222,-85.8791388889
40808,"Verizon","RR 11 BOX 726","BEDFORD","LAWRENCE","IN",121.3,"TOWER",38.8155555556,-86.53
40809,"Verizon","(Corydon) 778 AUGUST YOCUM LN NE","Corydon","HARRISON","IN",121.3,"GTOWER",38.2102777778,-86.0802777778
40810,"Verizon","1394 1/4 STATE ROAD, 45 WEST","NASHVILLE","BROWN","IN",58,"TOWER",39.1780833333,-86.2688888889
40811,"Verizon","SR RD 421","Greensburg","DECATUR","IN",90.8,"TOWER",39.3075555556,-85.4319166667
40812,"Verizon","4945 N 330 W","COLUMBUS","BARTHOLOMEW","IN",80.1,"TOWER",39.2488888889,-85.9725
40813,"Verizon","3606 US Highway 60","Salem","WASHINGTON","IN",94.5,"TOWER",38.5480277778,-86.0362222222
40814,"Verizon","HWY 275 W","PAOLI","ORANGE","IN",92.6,"TOWER",38.5491666667,-86.5075
40815,"Verizon","I-64andSR 66","English","CRAWFORD","IN",122,"TOWER",38.2541388889,-86.3566388889
40816,"Verizon","State Rd 37 and Trogden","Bedford","LAWRENCE","IN",91.4,"TOWER",38.9281666667,-86.5381111111
40819,"Verizon","1105 W. State Road 62","Sulphur","CRAWFORD","IN",95.1,"TOWER",38.2322777778,-86.49525
40820,"Verizon","Curry Road & SR 50","Medora","JACKSON","IN",121.9,"TOWER",38.8808888889,-86.1883055556
1683,"AT&T","12418 West 125 North (42172)","Kokomo","HOWARD","IN",59.7,"MTOWER",40.49275,-86.3645555556
1682,"AT&T","2669 South 900 East (42201)","Greentown","HOWARD","IN",59.1,"MTOWER",40.441,-85.9586944444
1681,"AT&T","7359 WEST 500 NORTH (42173)","KOKOMO","HOWARD","IN",59.1,"MTOWER",40.5464166667,-86.26425
1680,"AT&T","4725 WEST 450 NORTH (67092)","Kokomo","HOWARD","IN",80.8,"LTOWER",40.5429722222,-86.1315277778
1678,"AT&T","1948 South 1150 West (110952)","Tipton","TIPTON","IN",81.7,"LTOWER",40.2744444444,-86.2323333333
1677,"AT&T","11695 State Road 22 East (110887)","GREENTOWN","HOWARD","IN",57.3,"GTOWER",40.4776944444,-85.9059444444
1676,"AT&T","12418 West 125 North (42172)","Kokomo","HOWARD","IN",59.7,"MTOWER",40.49275,-86.3645555556
1675,"AT&T","2669 South 900 East (42201)","Greentown","HOWARD","IN",59.1,"MTOWER",40.441,-85.9586944444
1674,"AT&T","7359 WEST 500 NORTH (42173)","KOKOMO","HOWARD","IN",59.1,"MTOWER",40.5464166667,-86.26425
1673,"AT&T","4725 WEST 450 NORTH (67092)","Kokomo","HOWARD","IN",80.8,"LTOWER",40.5429722222,-86.1315277778
1671,"AT&T","1948 South 1150 West (110952)","Tipton","TIPTON","IN",81.7,"LTOWER",40.2744444444,-86.2323333333
1670,"AT&T","11695 State Road 22 East (110887)","GREENTOWN","HOWARD","IN",57.3,"GTOWER",40.4776944444,-85.9059444444
41032,"AT&T","7803-B South State Road 101","Monroeville","ALLEN","IN",96,"GTOWER",41.0195,-84.86275
41033,"AT&T","7362 W. Old Trail Road","Larwill","WHITLEY","IN",91.4,"GTOWER",41.1797777778,-85.6324722222
41034,"AT&T","6868 C.R. 55","Saint Joe","DE KALB","IN",85,"LTOWER",41.2841388889,-84.9256388889
41035,"AT&T","12805-B Adair Road","Hoagland","ALLEN","IN",79.2,"LTOWER",40.9446944444,-84.9708888889
41036,"AT&T","5643 North State Road 9","Columbia City","WHITLEY","IN",97.5,"GTOWER",41.2464444444,-85.4640277778
41037,"AT&T","802 Welty Street Unit 1","Berne","ADAMS","IN",80.8,"LTOWER",40.6635,-84.9477777778
41038,"AT&T","2427 B C.R. 9","Corunna","DE KALB","IN",97.2,"GTOWER",41.4413055556,-85.1455555556
41039,"AT&T","410 Hale St.","GENEVA","ADAMS","IN",96,"GTOWER",40.5883888889,-84.9549722222
41040,"AT&T","7465 U.S. HIGHWAY 6","BUTLER","DE KALB","IN",60.4,"GTOWER",41.4338888889,-84.8416666667
41043,"AT&T","2991 CR 10","WATERLOO","DE KALB","IN",84.7,"GTOWER",41.4915833333,-85.0508611111
41044,"AT&T","Section 17, T-26-N, R-13-E","Vera Cruz","WELLS","IN",96.9,"GTOWER",40.7068055556,-85.0854444444
1379,"AT&T","7700 EAST JACKSON STREET","MUNCIE","DELAWARE","IN",40.8,"MTOWER",40.1938611111,-85.2961944444
1378,"AT&T","7700 SOUTH TENNESSEE STREET","DALEVILLE","DELAWARE","IN",60.4,"LTOWER",40.1237777778,-85.5521944444
1377,"AT&T","2801 EAST SHOCKLEY ROAD","MUNCIE","DELAWARE","IN",60.7,"LTOWER",40.1052222222,-85.3565277778
1376,"AT&T","15201 WEST 200 NORTH","WEST MUNCIE","DELAWARE","IN",49.1,"LTOWER",40.2186388889,-85.5645555556
1375,"AT&T","9880W 900N","Gaston","DELAWARE","IN",61.6,"LTOWER",40.3213611111,-85.5029166667
1374,"AT&T","8586 EAST 1250 NORTH","Albany","DELAWARE","IN",79.3,"LTOWER",40.3106944444,-85.2187777778
1373,"AT&T","17500 N County Rd 925W","GASTON","DELAWARE","IN",72.5,"LTOWER",40.34975,-85.5592222222
1372,"AT&T","1551E 850N","EATON","DELAWARE","IN",67.1,"LTOWER",40.3128055556,-85.3709444444
1371,"AT&T","7700 EAST JACKSON STREET","MUNCIE","DELAWARE","IN",40.8,"MTOWER",40.1938611111,-85.2961944444
1370,"AT&T","7700 SOUTH TENNESSEE STREET","DALEVILLE","DELAWARE","IN",60.4,"LTOWER",40.1237777778,-85.5521944444
1369,"AT&T","2801 EAST SHOCKLEY ROAD","MUNCIE","DELAWARE","IN",60.7,"LTOWER",40.1052222222,-85.3565277778
1368,"AT&T","15201 WEST 200 NORTH","WEST MUNCIE","DELAWARE","IN",49.1,"LTOWER",40.2186388889,-85.5645555556
1367,"AT&T","9880W 900N","Gaston","DELAWARE","IN",61.6,"LTOWER",40.3213611111,-85.5029166667
1366,"AT&T","8586 EAST 1250 NORTH","Albany","DELAWARE","IN",79.3,"LTOWER",40.3106944444,-85.2187777778
1365,"AT&T","17500 N County Rd 925W","GASTON","DELAWARE","IN",72.5,"LTOWER",40.34975,-85.5592222222
1364,"AT&T","1551E 850N","EATON","DELAWARE","IN",67.1,"LTOWER",40.3128055556,-85.3709444444
27975,"AT&T","13519 County Road 34","Goshen","ELKHART","IN",54.2,"GTOWER",41.5801944444,-85.7276666667
27974,"AT&T","County Road 21","Milford","ELKHART","IN",79.2,"GTOWER",41.4465833333,-85.8519166667
27973,"AT&T","29698 COUNTY ROAD 2","GRANGER","ELKHART","IN",59.4,"MTOWER",41.7503888889,-86.0371111111
27972,"AT&T","East of County Line Rd on Lincolnway","Elkhart","ELKHART","IN",48.8,"GTOWER",41.6656944444,-86.0497222222
27971,"AT&T","12090 US Highway 20","Middlebury","ELKHART","IN",84.1,"GTOWER",41.65075,-85.6978055556
27970,"AT&T","2630-B Old US 20 West","Elkhart","ELKHART","IN",58.5,"MTOWER",41.6881944444,-86.0137777778
27969,"AT&T","52861 County Road 11","ELKHART","ELKHART","IN",50.3,"GTOWER",41.7263888889,-85.9475
27968,"AT&T","63795 - 3 INDIANA STATE ROAD 19","Wakarusa","ELKHART","IN",79.2,"LTOWER",41.5678055556,-86.0026388889
27967,"AT&T","69299 County Road 37","Millersburg","ELKHART","IN",78,"LTOWER",41.4901111111,-85.7123611111
27966,"AT&T","10533 State Road 120  (IN20459-A)","MIDDLEBURY","ELKHART","IN",61,"LTOWER",41.7292222222,-85.6694444444
27965,"AT&T","71225-1 CR 123","New Paris","ELKHART","IN",67.1,"LTOWER",41.4638888889,-85.8227777778
27964,"AT&T","13519 County Road 34","Goshen","ELKHART","IN",54.2,"GTOWER",41.5801944444,-85.7276666667
27963,"AT&T","County Road 21","Milford","ELKHART","IN",79.2,"GTOWER",41.4465833333,-85.8519166667
27962,"AT&T","29698 COUNTY ROAD 2","GRANGER","ELKHART","IN",59.4,"MTOWER",41.7503888889,-86.0371111111
27961,"AT&T","East of County Line Rd on Lincolnway","Elkhart","ELKHART","IN",48.8,"GTOWER",41.6656944444,-86.0497222222
27960,"AT&T","12090 US Highway 20","Middlebury","ELKHART","IN",84.1,"GTOWER",41.65075,-85.6978055556
27959,"AT&T","2630-B Old US 20 West","Elkhart","ELKHART","IN",58.5,"MTOWER",41.6881944444,-86.0137777778
27958,"AT&T","52861 County Road 11","ELKHART","ELKHART","IN",50.3,"GTOWER",41.7263888889,-85.9475
27957,"AT&T","63795 - 3 INDIANA STATE ROAD 19","Wakarusa","ELKHART","IN",79.2,"LTOWER",41.5678055556,-86.0026388889
27956,"AT&T","69299 County Road 37","Millersburg","ELKHART","IN",78,"LTOWER",41.4901111111,-85.7123611111
27955,"AT&T","10533 State Road 120  (IN20459-A)","MIDDLEBURY","ELKHART","IN",61,"LTOWER",41.7292222222,-85.6694444444
27954,"AT&T","71225-1 CR 123","New Paris","ELKHART","IN",67.1,"LTOWER",41.4638888889,-85.8227777778
6053,"AT&T","1189 CHAMBERS PIKE RD  (83537)","BLOOMINGTON","MONROE","IN",92.7,"GTOWER",39.3103611111,-86.4906944444
6054,"AT&T","5000 GUTHERIE ROAD  (70040)","BLOOMINGTON","MONROE","IN",54.9,"LTOWER",38.9925,-86.4727222222
6055,"AT&T","5996 TOWER ROAD  (70043)","BLOOMINGTON","MONROE","IN",32.3,"MTOWER",39.1076111111,-86.6046388889
6056,"AT&T","8218 South State Route 446  (81566)","Bloomington","MONROE","IN",77.7,"LTOWER",39.0418333333,-86.4076666667
6057,"AT&T","4841 N. Bruce Lane  (128405)","Unionville","MONROE","IN",98.8,"LTOWER",39.23075,-86.3763333333
6058,"AT&T","7002 WEST WILLIAMS ROAD  (1617)","BLOOMINGTON","MONROE","IN",80.2,"LTOWER",39.2831388889,-86.5263611111
6060,"AT&T","1189 CHAMBERS PIKE RD  (83537)","BLOOMINGTON","MONROE","IN",92.7,"GTOWER",39.3103611111,-86.4906944444
6061,"AT&T","5000 GUTHERIE ROAD  (70040)","BLOOMINGTON","MONROE","IN",54.9,"LTOWER",38.9925,-86.4727222222
6062,"AT&T","5996 TOWER ROAD  (70043)","BLOOMINGTON","MONROE","IN",32.3,"MTOWER",39.1076111111,-86.6046388889
6063,"AT&T","8218 South State Route 446  (81566)","Bloomington","MONROE","IN",77.7,"LTOWER",39.0418333333,-86.4076666667
